term,match_method,blob_key,blob_url
Charos,exact/base,Charos,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Charos.jpg
Chatishtirmoq,exact/base,Chatishtirmoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chatishtirmoq.jpg
Chatishtirish,exact/base,Chatishtirish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chatishtirish.jpg
Chekanka,exact/base,Chekanka,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chekanka.jpg
Chernika (Vaccinium myrtillus L.),exact/base,Chernika,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chernika.jpg
Chetan (Sorbus L.),exact/base,Chetan,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chetan.jpg
Chilonjiyda (Ziziphus jujuba Mill.),exact/base,Chilonjiyda,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chilonjiyda.jpg
Chilpimoq,exact/base,Chilpimoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chilpimoq.jpg
Chilpish,exact/base,Chilpish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chilpish.jpg
Chin meva,exact/base,Chin meva,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chin-meva.jpg
Chinnigul (Dianthus L.),exact/base,Chinnigul,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chinnigul.jpg
Chirmashib o‘suvchilar,exact/base,Chirmashib o‘suvchilar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chirmashib-o‘suvchilar.jpg
Chirmovuq (Hedera L.),missing,,
Chizel,exact/base,Chizel,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chizel.jpg
Chizellash,exact/base,Chizellash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chizellash.jpg
Chopiq,exact/base,Chopiq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chopiq.jpg
Chopiq qilinadigan ekinlar,exact/base,Chopiq qilinadigan ekinlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chopiq-qilinadigan-ekinlar.jpg
Chopmoq,exact/base,Chopmoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chopmoq.jpg
Choy-gibridli atirgullar,exact/base,Choy gibridli atirgullar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Choy-gibridli-atirgullar.jpg
Chubushnik (Philadelphus L.),exact/base,Chubushnik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chubushnik.jpg
O‘tloq mevachilik,exact/base,O‘tloq mevachilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘tloq-mevachilik.jpg
Qarish,missing,,
O‘sish,exact/base,O‘sish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘sish.jpg
Rivojlanish,exact/base,Rivojlanish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rivojlanish.jpg
Ontogenez,exact/base,Ontogenez,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ontogenez.jpg
Yosharish,exact/base,Yosharish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yosharish.jpg
Yoshartirish,exact/base,Yoshartirish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yoshartirish.jpg
Mahsuldorlik davri,exact/base,Mahsuldorlik davri,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mahsuldorlik-davri.jpg
Sizot suvlari,exact/base,Sizot suvlari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sizot-suvlari.jpg
O‘g‘itlash me’yori,exact/base,O‘g‘itlash me’yori,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘g‘itlash-me’yori.jpg
Pakana bog‘,exact/base,Pakana bog‘,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pakana-bog‘.jpg
Pakana bo‘yli meva daraxtlari,exact/base,Pakana bo‘yli meva daraxtlari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pakana-bo‘yli-meva-daraxtlari.jpg
Pakana payvandtag,exact/base,Pakana payvandtag,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pakana-payvandtag.jpg
T-shakldagi payvand,exact/base,T shakldagi payvand,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/T-shakldagi-payvand.jpg
O‘rnatma payvand,exact/base,O‘rnatma payvand,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘rnatma-payvand.jpg
Qalamcha usulida payvandlash,exact/base,Qalamcha usulida payvandlash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qalamcha-usulida-payvandlash.jpg
Qobiq payvand usuli,exact/base,Qobiq payvand usuli,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qobiq-payvand-usuli.jpg
Qishki payvand,exact/base,Qishki payvand,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qishki-payvand.jpg
Yashil payvand,exact/base,Yashil payvand,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yashil-payvand.jpg
Meva-sabzavot mahsulotlarini saqlash,exact/base,Meva sabzavot mahsulotlarini saqlash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Meva-sabzavot-mahsulotlarini-saqlash.jpg
Saqlash texnologiyasi,exact/base,Saqlash texnologiyasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Saqlash-texnologiyasi.jpg
Qayta ishlash texnologiyasi,exact/base,Qayta ishlash texnologiyasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qayta-ishlash-texnologiyasi.jpg
Miqdoriy isrofgarchilik,exact/base,Miqdoriy isrofgarchilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Miqdoriy-isrofgarchilik.jpg
Sifat o‘zgarishidagi isrofgarchilik,exact/base,Sifat o‘zgarishidagi isrofgarchilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sifat-o‘zgarishidagi-isrofgarchilik.jpg
Doimiy omborxonalar,exact/base,Doimiy omborxonalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Doimiy-omborxonalar.jpg
Muvaqqat omborlar,exact/base,Muvaqqat omborlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Muvaqqat-omborlar.jpg
Sovutgichlar,exact/base,Sovutgichlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sovutgichlar.jpg
Oddiy gaz muhitida saqlash (OGM),exact/base,Oddiy gaz muhitida saqlash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oddiy-gaz-muhitida-saqlash.jpg
Modifikatsiyalangan gaz muhitida saqlash (MGM),exact/base,Modifikatsiyalangan gaz muhitida saqlash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Modifikatsiyalangan-gaz-muhitida-saqlash.jpg
Qadoqlash,exact/base,Qadoqlash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qadoqlash.jpg
Blanshirlash,exact/base,Blanshirlash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Blanshirlash.jpg
Kalibrlash,exact/base,Kalibrlash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kalibrlash.jpg
Tashish,exact/base,Tashish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tashish.jpg
Saralash,exact/base,Saralash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Saralash.jpg
Quritish,exact/base,Quritish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Quritish.jpg
Oftobi quritish,exact/base,Oftobi quritish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oftobi-quritish.jpg
Objo‘sh quritish,exact/base,Objo‘sh quritish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Objo‘sh-quritish.jpg
Bostirma,exact/base,Bostirma,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Bostirma.jpg
Yarim ochiq bostirma,exact/base,Yarim ochiq bostirma,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yarim-ochiq-bostirma.jpg
Kalibrlash mashinalari,missing,,
Konservalash,exact/base,Konservalash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Konservalash.jpg
Konditsiyalar,exact/base,Konditsiyalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Konditsiyalar.jpg
Standartlash,exact/base,Standartlash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Standartlash.jpg
Standartlash sistemasi,exact/base,Standartlash sistemasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Standartlash-sistemasi.jpg
Davlat standartlash sistemasi,exact/base,Davlat standartlash sistemasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Davlat-standartlash-sistemasi.jpg
Abioz,exact/base,Abioz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Abioz.jpg
Bioz,exact/base,Bioz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Bioz.jpg
Anabioz,exact/base,Anabioz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Anabioz.jpg
Tsenoanabioz,exact/base,Tsenoanabioz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tsenoanabioz.jpg
Kseroanabioz,exact/base,Kseroanabioz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kseroanabioz.jpg
Krioanabioz,exact/base,Krioanabioz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Krioanabioz.jpg
Termoanabioz,exact/base,Termoanabioz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Termoanabioz.jpg
Psixroanabioz,exact/base,Psixroanabioz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Psixroanabioz.jpg
Osmoanabioz,exact/base,Osmoanabioz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Osmoanabioz.jpg
Atsidoanabioz,exact/base,Atsidoanabioz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Atsidoanabioz.jpg
Narkoanabioz,exact/base,Narkoanabioz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Narkoanabioz.jpg
Tinim davri,exact/base,Tinim davri,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tinim-davri.jpg
O‘suv nuqtalari,exact/base,O‘suv nuqtalari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘suv-nuqtalari.jpg
Fermentlar,exact/base,Fermentlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fermentlar.jpg
Pektin,exact/base,Pektin,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pektin.jpg
G‘ovaklik,exact/base,G‘ovaklik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/G‘ovaklik.jpg
Noinfeksion kasalliklar,exact/base,Noinfeksion kasalliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Noinfeksion-kasalliklar.jpg
Sterilizatsiyalash,exact/base,Sterilizatsiyalash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sterilizatsiyalash.jpg
Pasterizatsiyalash,exact/base,Pasterizatsiyalash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pasterizatsiyalash.jpg
Avtoklav,exact/base,Avtoklav,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Avtoklav.jpg
Murabbo,exact/base,Murabbo,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Murabbo.jpg
Jem,exact/base,Jem,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Jem.jpg
Povidlo,exact/base,Povidlo,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Povidlo.jpg
Jele,exact/base,Jele,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Jele.jpg
Iste’mol qiymati,exact/base,Iste’mol qiymati,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Iste’mol-qiymati.jpg
Ozuqaviylik qiymati,exact/base,Ozuqaviylik qiymati,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ozuqaviylik-qiymati.jpg
Nafas olish klimaksi,exact/base,Nafas olish klimaksi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nafas-olish-klimaksi.jpg
Nafas olish,exact/base,Nafas olish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nafas-olish.jpg
Organik kislotalar,exact/base,Organik kislotalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Organik-kislotalar.jpg
Pigmentlar,exact/base,Pigmentlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pigmentlar.jpg
Oshlovchi moddalar,exact/base,Oshlovchi moddalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oshlovchi-moddalar.jpg
Biokimyoviy jarayonlar,exact/base,Biokimyoviy jarayonlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Biokimyoviy-jarayonlar.jpg
Morfologik belgilar,exact/base,Morfologik belgilar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Morfologik-belgilar.jpg
Biologik belgilar,exact/base,Biologik belgilar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Biologik-belgilar.jpg
Texnologik xususiyatlar,exact/base,Texnologik xususiyatlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Texnologik-xususiyatlar.jpg
Saqlanuvchanlik,exact/base,Saqlanuvchanlik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Saqlanuvchanlik.jpg
Saqlashga chidamlilik,exact/base,Saqlashga chidamlilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Saqlashga-chidamlilik.jpg
Saqlash muddati,exact/base,Saqlash muddati,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Saqlash-muddati.jpg
Saqlash davri,exact/base,Saqlash davri,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Saqlash-davri.jpg
Chidamlilik,exact/base,Chidamlilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chidamlilik.jpg
Kasallikka chidamlilik,exact/base,Kasallikka chidamlilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kasallikka-chidamlilik.jpg
Bug‘lanish¹,exact/base,Bug‘lanish¹,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Bug‘lanish¹.jpg
Bug‘lanish²,exact/base,Bug‘lanish²,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Bug‘lanish².jpg
Mum,exact/base,Mum,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mum.jpg
Yog‘,exact/base,Yog‘,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yog‘.jpg
Mineral moddalar,exact/base,Mineral moddalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mineral moddalar.jpg
Qorayish,exact/base,Qorayish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qorayish.jpg
Saqlash sharoiti,exact/base,Saqlash sharoiti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Saqlash-sharoiti.jpg
Shamollatish,exact/base,Shamollatish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shamollatish.jpg
Uyum,exact/base,Uyum,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Uyum.jpg
Xandaq,exact/base,Xandaq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Xandaq.jpg
Abiotik omillar,exact/base,Abiotik omillar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Abiotik-omillar.jpg
Antropogen omillar,exact/base,Antropogen omillar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Antropogen-omillar.jpg
Gidroedafik omillar,exact/base,Gidroedafik omillar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gidroedafik-omillar.jpg
Biotik omillar,exact/base,Biotik omillar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Biotik-omillar.jpg
Zoofaglar,exact/base,Zoofaglar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Zoofaglar.jpg
Sinoyya,exact/base,Sinoyya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sinoyya.jpg
To‘g‘riqanotlilar (Orthoptera),exact/base,To‘g‘riqanotlilar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/To‘g‘riqanotlilar.jpg
Tengqanotlilar (Homoptera),missing,,
Yarimqattiqqanotlilar (Heteroptera),exact/base,Yarimqattiqqanotlilar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yarimqattiqqanotlilar.jpg
Tripslar (Thysanoptera),exact/base,Tripslar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tripslar.jpg
Qattiqqanotlilar (Coleoptera),exact/base,Qattiqqanotlilar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qattiqqanotlilar.jpg
To‘rqanotlilar (Neuroptera),exact/base,To‘rqanotlilar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/To‘rqanotlilar.jpg
Tangacha qanotlilar (Lepidoptera),exact/base,Tangacha qanotlilar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tangacha-qanotlilar.jpg
Pardaqanotlilar (Hymenoptera),exact/base,Pardaqanotlilar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pardaqanotlilar.jpg
Ikkiqanotlilar (Diptera),exact/base,Ikkiqanotlilar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ikkiqanotlilar.jpg
Termitlar (Isoptera),exact/base,Termitlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Termitlar.jpg
Kolorado qo‘ng‘izi (Leptinotarsa decemlineata),exact/base,Kolorado qo‘ng‘izi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kolorado-qo‘ng‘izi.jpg
Mexanik usul,exact/base,Mexanik usul,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mexanik-usul.jpg
Chigirtkalar (Acrididae),exact/base,Chigirtkalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Chigirtkalar.jpg
Karam biti (Brevicoryne brassicae),exact/base,Karam biti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Karam-biti.jpg
Sholg‘om oq kapalagi (Pieris rapae),exact/base,Sholg‘om oq kapalagi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sholg‘om-oq-kapalagi.jpg
Olma yashil biti (Aphis pomi),exact/base,Olma yashil biti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olma-yashil-biti.jpg
Barg bitlari (Aphididae),exact/base,Barg bitlari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Barg-bitlari.jpg
Olma qon biti (Eriosoma lanigerum),exact/base,Olma qon biti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olma-qon-biti.jpg
Binafsharang qalqondor (Parlatoria oleae),exact/base,Binafsharang qalqondor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Binafsharang-qalqondor.jpg
Kaliforniya qalqondori (Comstockaspis perniciosa),exact/base,Kaliforniya qalqondori,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kaliforniya-qalqondori.jpg
Qo‘ng‘ir meva kanasi (Bryobia rubrioculus),exact/base,Qo‘ng‘ir meva kanasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qo‘ng‘ir-meva-kanasi.jpg
Nokning barg burgasi (Cacopsylla pyricola),exact/base,Nokning barg burgasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nokning-barg-burgasi.jpg
Nok qandalasi (Stephanitis pyri),exact/base,Nok qandalasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nok-qandalasi.jpg
Soxta qalqondorlar (Coccidae),exact/base,Soxta qalqondorlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Soxta-qalqondorlar.jpg
Meva o‘rgimchakkanasi (Amphitetranychus viennensis),exact/base,Meva o‘rgimchakkanasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Meva-o‘rgimchakkanasi.jpg
Buzoqboshi qo‘ng‘izlar (Melolonthinae Leach),exact/base,Buzoqboshi qo‘ng‘izlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Buzoqboshi-qo‘ng‘izlar.jpg
G‘ilofli kuya (Coleophora hemerobiola),exact/base,G‘ilofli kuya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/G‘ilofli-kuya.jpg
Havol (mina) yasovchi kuyalar (Phyllonorycter gerasimowi),missing,,
Po‘stloqxo‘rlar (Scolytinae Latreille),exact/base,Po‘stloqxo‘rlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Po‘stloqxo‘rlar.jpg
Olxo‘ri meva qurti (Grapholitha funebrana Treitschke),exact/base,Olxo‘ri meva qurti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olxo‘ri-meva-qurti.jpg
Olcha shilimshiq arrakashi (Caliroa cerasi),exact/base,Olcha shilimshiq arrakashi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olcha-shilimshiq-arrakashi.jpg
Anjir parvonasi (Choreutis nemorana),exact/base,Anjir parvonasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Anjir-parvonasi.jpg
Anor qurti (Nephopteryx punicaeella Moore),exact/base,Anor qurti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Anor-qurti.jpg
Unobi meva pashshasi (Carpomya vesuviana Costa),exact/base,Unobi meva pashshasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Unobi-meva-pashshasi.jpg
Yong‘oq qurti (Garella musculana),exact/base,Yong‘oq qurti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yong‘oq-qurti.jpg
Qarsildoq qo‘ng‘izlar (Elateridae),exact/base,Qarsildoq qo‘ng‘izlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qarsildoq-qo‘ng‘izlar.jpg
Shingil qurti (Eupoecilia ambiguella),exact/base,Shingil qurti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shingil-qurti.jpg
Shingil barg o‘rovchisi (Lobesia botrana),exact/base,Shingil barg o‘rovchisi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shingil-barg-o‘rovchisi.jpg
Akaritsidlar,exact/base,Akaritsidlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Akaritsidlar.jpg
Patologik jarayon,exact/base,Patologik jarayon,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Patologik-jarayon.jpg
Patomorfologik o‘zgarishlar,exact/base,Patomorfologik o‘zgarishlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Patomorfologik-o‘zgarishlar.jpg
Gipertrofiya,exact/base,Gipertrofiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gipertrofiya.jpg
Fitoplazmalar,exact/base,Fitoplazmalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fitoplazmalar.jpg
Viroidlar,exact/base,Viroidlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Viroidlar.jpg
Bakteriyalar,exact/base,Bakteriyalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Bakteriyalar.jpg
Nematodalar,exact/base,Nematodalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nematodalar.jpg
Viruslar,exact/base,Viruslar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Viruslar.jpg
Gulli parazit o‘simliklar,exact/base,Gulli parazit o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gulli-parazit-o‘simliklar.jpg
Virulentlik,exact/base,Virulentlik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Virulentlik.jpg
Fitopatogen,exact/base,Fitopatogen,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fitopatogen.jpg
Patogenlik,exact/base,Patogenlik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Patogenlik.jpg
Agressivlik,exact/base,Agressivlik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Agressivlik.jpg
Parazitlar,exact/base,Parazitlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Parazitlar.jpg
Parazitizm,exact/base,Parazitizm,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Parazitizm.jpg
Xo‘jayin o‘simlik,exact/base,Xo‘jayin o‘simlik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Xo‘jayin-o‘simlik.jpg
Obligat parazitlar,exact/base,Obligat parazitlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Obligat-parazitlar.jpg
Fakultativ saprotroflar,exact/base,Fakultativ saprotroflar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fakultativ-saprotroflar.jpg
Meristema,exact/base,Meristema,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Meristema.jpg
Saprotrof,exact/base,Saprotrof,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Saprotrof.jpg
Antagonizm,exact/base,Antagonizm,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Antagonizm.jpg
Antagonistlar,exact/base,Antagonistlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Antagonistlar.jpg
Bakteriofag,exact/base,Bakteriofag,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Bakteriofag.jpg
Aktinomitsetlar,exact/base,Aktinomitsetlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Aktinomitsetlar.jpg
Klyasterosporioz,exact/base,Klyasterosporioz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Klyasterosporioz.jpg
Monilioz kasalligi,exact/base,Monilioz kasalligi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Monilioz-kasalligi.jpg
Olma va nokning kalmaraz kasalligi,exact/base,Olma va nokning kalmaraz kasalligi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olma-va-nokning-kalmaraz-kasalligi.jpg
Shaftolining un-shudring kasalligi,exact/base,Shaftolining un shudring kasalligi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shaftolining-un-shudring-kasalligi.jpg
Olma va nokning un-shudring kasalligi,exact/base,Olma va nokning un shudring kasalligi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olma-va-nokning-un-shudring-kasalligi.jpg
